0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.using      4452ms Matrix_Tensor.Matrix_Tensor 2243:86588  some (SH 4451ms, ATP 2090ms): Try this: by (smt (cvc5) row_append)
0.sledgehammer goal.by         3455ms Matrix_Tensor.Matrix_Tensor 2243:86605  some (SH 3454ms, ATP 1371ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     28996ms Matrix_Tensor.Matrix_Tensor 2245:86640  some (SH 28995ms, ATP 4532ms): Try this: by (smt (cvc5) "0" "1" Tensor.simps(2) append.simps(1) assms id_take_nth_drop length_greater_0_conv local.Cons mult.Tensor.simps(1) mult.row_vec_mat_Tensor_prelim mult.vec_vec_Tensor.simps(1) mult_axioms row_Cons row_empty row_length_eq take0 vec_vec_Tensor.simps(2))
0.sledgehammer goal.using      4538ms Matrix_Tensor.Matrix_Tensor 2248:86748  some (SH 4538ms, ATP 1584ms): Try this: by (smt (cvc5) Tensor.simps(1,2) append.right_neutral local.Nil)
0.sledgehammer goal.by         4314ms Matrix_Tensor.Matrix_Tensor 2248:86760  some (SH 4313ms, ATP 1457ms): Try this: by (smt (cvc5) Tensor.simps(1,2) append.right_neutral)
0.sledgehammer goal.using      6965ms Matrix_Tensor.Matrix_Tensor 2252:86999  some (SH 6965ms, ATP 852ms): Try this: by (smt (cvc5) "0" assms mult.row_vec_mat_Tensor_prelim mult_axioms)
0.sledgehammer goal.by         3225ms Matrix_Tensor.Matrix_Tensor 2252:87039  some (SH 3224ms, ATP 655ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      9082ms Matrix_Tensor.Matrix_Tensor 2253:87077  some (SH 9081ms, ATP 3586ms): Try this: by (smt (cvc5) local.Nil row_Cons row_empty self_append_conv vec_vec_Tensor.simps(1,2))
0.sledgehammer goal.by         7206ms Matrix_Tensor.Matrix_Tensor 2255:87214  some (SH 7205ms, ATP 3845ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3496ms Matrix_Tensor.Matrix_Tensor 2259:87337  some (SH 3495ms, ATP 1088ms): Try this: by (smt (cvc5) "1")
0.sledgehammer goal.by         3101ms Matrix_Tensor.Matrix_Tensor 2259:87363  some (SH 3100ms, ATP 1055ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      8190ms Matrix_Tensor.Matrix_Tensor 2261:87449  some (SH 8189ms, ATP 1851ms): Try this: by (smt (cvc5) assms local.Cons row_length_eq)
0.sledgehammer goal.unfolding  7054ms Matrix_Tensor.Matrix_Tensor 2261:87466  some (SH 7053ms, ATP 1115ms): Try this: by (smt (cvc5) row_length_eq)
0.sledgehammer goal.using      4617ms Matrix_Tensor.Matrix_Tensor 2262:87527  some (SH 4616ms, ATP 1129ms): Try this: by (smt (cvc5) assms row_length_eq)
0.sledgehammer goal.by         4236ms Matrix_Tensor.Matrix_Tensor 2264:87651  some (SH 4236ms, ATP 1432ms): Try this: by (smt (cvc5) assms row_length_eq)
0.sledgehammer goal.using      7192ms Matrix_Tensor.Matrix_Tensor 2266:87748  some (SH 7191ms, ATP 1076ms): Try this: by (smt (cvc5) assms local.Cons)
0.sledgehammer goal.by         3094ms Matrix_Tensor.Matrix_Tensor 2266:87765  some (SH 3093ms, ATP 945ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      9520ms Matrix_Tensor.Matrix_Tensor 2270:88010  some (SH 9520ms, ATP 2609ms): Try this: by (smt (cvc5) Cons.hyps Cons_Cons_1 assms)
0.sledgehammer goal.by         3900ms Matrix_Tensor.Matrix_Tensor 2270:88044  some (SH 3899ms, ATP 907ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4952ms Matrix_Tensor.Matrix_Tensor 2275:88335  some (SH 4951ms, ATP 833ms): Try this: by (smt (cvc5) "0" assms row_vec_mat_Tensor_prelim)
0.sledgehammer goal.by         3239ms Matrix_Tensor.Matrix_Tensor 2275:88375  some (SH 3239ms, ATP 661ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3511ms Matrix_Tensor.Matrix_Tensor 2283:88817  some (SH 3510ms, ATP 1204ms): Try this: by (smt (cvc5) "2" \<open>row (v # M \<otimes> M2) i = row (vec_mat_Tensor v M2 @ (M \<otimes> M2)) i\<close> calculation)
0.sledgehammer goal.by         3411ms Matrix_Tensor.Matrix_Tensor 2283:88837  some (SH 3411ms, ATP 1247ms): Try this: by (smt (cvc5) \<open>row (v # M \<otimes> M2) i = row (vec_mat_Tensor v M2 @ (M \<otimes> M2)) i\<close>)
0.sledgehammer goal.using      3691ms Matrix_Tensor.Matrix_Tensor 2288:89130  some (SH 3691ms, ATP 1262ms): Try this: by (smt (cvc5) vec_vec_Tensor.simps(2))
0.sledgehammer goal.by         3423ms Matrix_Tensor.Matrix_Tensor 2288:89160  some (SH 3423ms, ATP 1334ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3753ms Matrix_Tensor.Matrix_Tensor 2291:89346  some (SH 3753ms, ATP 1341ms): Try this: by (smt (cvc5) row_Cons)
0.sledgehammer goal.by         3444ms Matrix_Tensor.Matrix_Tensor 2291:89361  some (SH 3444ms, ATP 1378ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3651ms Matrix_Tensor.Matrix_Tensor 2292:89400  some (SH 3651ms, ATP 1264ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3499ms Matrix_Tensor.Matrix_Tensor 2295:89443  some (SH 3498ms, ATP 595ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5195ms Matrix_Tensor.Matrix_Tensor 2307:89821  some (SH 5194ms, ATP 770ms): Try this: by (smt (cvc5) assms(1,2,3) row_formula)
0.sledgehammer goal.by         3336ms Matrix_Tensor.Matrix_Tensor 2307:89845  some (SH 3335ms, ATP 817ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3862ms Matrix_Tensor.Matrix_Tensor 2316:90176  some (SH 3861ms, ATP 1275ms): Try this: by (smt (cvc5) matrix_Tensor_elements)
0.sledgehammer goal.by         3165ms Matrix_Tensor.Matrix_Tensor 2316:90205  some (SH 3165ms, ATP 1147ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2833ms Matrix_Tensor.Matrix_Tensor 2321:90333  some (SH 2832ms, ATP 610ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      2401ms Matrix_Tensor.Matrix_Tensor 2324:90391  some (SH 2400ms, ATP 418ms): Try this: by (smt (cvc5) div_mult2_eq)
0.sledgehammer goal.by         1968ms Matrix_Tensor.Matrix_Tensor 2324:90410  some (SH 1967ms, ATP 396ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2483ms Matrix_Tensor.Matrix_Tensor 2327:90458  some (SH 2482ms, ATP 606ms): Try this: by (smt (cvc5) linorder_not_less)
0.sledgehammer goal.by        14523ms Matrix_Tensor.Matrix_Tensor 2330:90515  some (SH 14522ms, ATP 150ms): Try this: by (smt (cvc5) list.exhaust)
0.sledgehammer goal.using      3245ms Matrix_Tensor.Matrix_Tensor 2333:90580  some (SH 3244ms, ATP 628ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff bits_mod_div_trivial)
0.sledgehammer goal.by         2786ms Matrix_Tensor.Matrix_Tensor 2333:90603  some (SH 2780ms, ATP 586ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff bits_mod_div_trivial)
0.sledgehammer goal.proof     32330ms Matrix_Tensor.Matrix_Tensor 2337:90671  some (SH 32329ms, ATP 918ms): Try this: by (smt (cvc5) dvd_eq_mod_eq_0 mod_mod_cancel mod_mult_self2_is_0)
0.sledgehammer goal.by         3183ms Matrix_Tensor.Matrix_Tensor 2340:90727  some (SH 3182ms, ATP 506ms): Try this: by (smt (cvc5) True mult_is_0)
0.sledgehammer goal.by         7089ms Matrix_Tensor.Matrix_Tensor 2342:90802  some (SH 7088ms, ATP 537ms): Try this: by (smt (cvc5) mod_by_0)
0.sledgehammer goal.by         2654ms Matrix_Tensor.Matrix_Tensor 2344:90870  some (SH 2654ms, ATP 439ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2616ms Matrix_Tensor.Matrix_Tensor 2345:90898  some (SH 2615ms, ATP 397ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         7659ms Matrix_Tensor.Matrix_Tensor 2351:91017  some (SH 7658ms, ATP 113ms): Try this: by (smt (cvc5) div_mult_mod_eq)
0.sledgehammer goal.by         2688ms Matrix_Tensor.Matrix_Tensor 2353:91098  some (SH 2687ms, ATP 462ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         7005ms Matrix_Tensor.Matrix_Tensor 2355:91149  some (SH 7005ms, ATP 516ms): Try this: by (smt (cvc5) add_diff_cancel_left')
0.sledgehammer goal.using      7706ms Matrix_Tensor.Matrix_Tensor 2357:91200  some (SH 7705ms, ATP 226ms): Try this: by (smt (cvc5) div_mod_decomp)
0.sledgehammer goal.by         7896ms Matrix_Tensor.Matrix_Tensor 2357:91221  some (SH 7894ms, ATP 3465ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3730ms Matrix_Tensor.Matrix_Tensor 2359:91280  some (SH 3729ms, ATP 510ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3033ms Matrix_Tensor.Matrix_Tensor 2361:91336  some (SH 3032ms, ATP 445ms): Try this: by (smt (cvc5) \<open>a mod (b * c) = a - m1 * (b * c)\<close>)
0.sledgehammer goal.by         2346ms Matrix_Tensor.Matrix_Tensor 2361:91380  some (SH 2345ms, ATP 432ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6918ms Matrix_Tensor.Matrix_Tensor 2363:91435  some (SH 6917ms, ATP 534ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> \<open>a mod (b * c) = m * c + a mod (b * c) mod c\<close> ab_semigroup_mult_class.mult_ac(1) add.assoc)
0.sledgehammer goal.by         4253ms Matrix_Tensor.Matrix_Tensor 2365:91539  some (SH 4252ms, ATP 823ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1) add.assoc)
0.sledgehammer goal.by         6923ms Matrix_Tensor.Matrix_Tensor 2368:91674  some (SH 6922ms, ATP 589ms): Try this: by (smt (cvc5) add_mult_distrib)
0.sledgehammer goal.by         7577ms Matrix_Tensor.Matrix_Tensor 2371:91776  some (SH 7576ms, ATP 800ms): Try this: by (smt (cvc5) div_mod_decomp)
0.sledgehammer goal.by         2717ms Matrix_Tensor.Matrix_Tensor 2373:91901  some (SH 2716ms, ATP 444ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2843ms Matrix_Tensor.Matrix_Tensor 2375:91962  some (SH 2842ms, ATP 454ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6991ms Matrix_Tensor.Matrix_Tensor 2377:92023  some (SH 6990ms, ATP 552ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) add_right_imp_eq cancel_comm_monoid_add_class.diff_cancel mod_mult_self3)
0.sledgehammer goal.by         6966ms Matrix_Tensor.Matrix_Tensor 2379:92082  some (SH 6965ms, ATP 238ms): Try this: by (smt (cvc5) diff_mult_distrib)
0.sledgehammer goal.by         3482ms Matrix_Tensor.Matrix_Tensor 2381:92168  some (SH 3481ms, ATP 493ms): Try this: by (smt (cvc5) dvd_triv_right)
0.sledgehammer goal.using      5204ms Matrix_Tensor.Matrix_Tensor 2383:92227  some (SH 5204ms, ATP 796ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff False bits_mod_div_trivial)
0.sledgehammer goal.by         3712ms Matrix_Tensor.Matrix_Tensor 2383:92256  some (SH 3711ms, ATP 817ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff bits_mod_div_trivial)
0.sledgehammer goal.using      4475ms Matrix_Tensor.Matrix_Tensor 2385:92299  some (SH 4474ms, ATP 497ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) calculation(2) mod_mult_self3)
0.sledgehammer goal.by         4220ms Matrix_Tensor.Matrix_Tensor 2385:92328  some (SH 4220ms, ATP 590ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) calculation(2) mod_mult_self3)
0.sledgehammer goal.using      7010ms Matrix_Tensor.Matrix_Tensor 2387:92376  some (SH 7009ms, ATP 527ms): Try this: by (smt (cvc5) calculation(2) less_imp_diff_less)
0.sledgehammer goal.by         2475ms Matrix_Tensor.Matrix_Tensor 2387:92416  some (SH 2474ms, ATP 422ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         6831ms Matrix_Tensor.Matrix_Tensor 2389:92465  some (SH 6830ms, ATP 618ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) diff_self_eq_0 mod_mult_self3)
0.sledgehammer goal.using      3992ms Matrix_Tensor.Matrix_Tensor 2390:92519  some (SH 3987ms, ATP 478ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) mod_mult_self3)
0.sledgehammer goal.by         3763ms Matrix_Tensor.Matrix_Tensor 2391:92540  some (SH 3762ms, ATP 613ms): Try this: by (smt (cvc5) \<open>a = m1 * (b * c) + a mod (b * c)\<close> ab_semigroup_mult_class.mult_ac(1) mod_mult_self3)
0.sledgehammer goal.proof      9856ms Matrix_Tensor.Matrix_Tensor 2395:92687  some (SH 9856ms, ATP 1567ms): Try this: by (smt (cvc5) add_right_cancel div_mod_decomp divide_nat_def mod_mult2_eq mod_mult_self1_is_0 mod_prop1 mult.commute mult_0_right mult_cancel1)
0.sledgehammer goal.using      3089ms Matrix_Tensor.Matrix_Tensor 2398:92757  some (SH 3089ms, ATP 441ms): Try this: by (smt (cvc5) True mult_is_0)
0.sledgehammer goal.by         2521ms Matrix_Tensor.Matrix_Tensor 2398:92768  some (SH 2521ms, ATP 476ms): Try this: by (smt (cvc5) mult_is_0)
0.sledgehammer goal.proof      5003ms Matrix_Tensor.Matrix_Tensor 2400:92793  some (SH 5002ms, ATP 621ms): Try this: by (smt (cvc5) T_1 True mod_by_0 mod_div_trivial mod_mult_self1_is_0)
0.sledgehammer goal.using      3384ms Matrix_Tensor.Matrix_Tensor 2403:92864  some (SH 3383ms, ATP 554ms): Try this: by (smt (cvc5) True mod_by_0 mult_is_0)
0.sledgehammer goal.by         2319ms Matrix_Tensor.Matrix_Tensor 2403:92875  some (SH 2317ms, ATP 478ms): Try this: by (smt (cvc5) lambda_zero mod_by_0)
0.sledgehammer goal.using      2294ms Matrix_Tensor.Matrix_Tensor 2404:92905  some (SH 2293ms, ATP 401ms): Try this: by (smt (cvc5) True mod_by_0)
0.sledgehammer goal.by         2333ms Matrix_Tensor.Matrix_Tensor 2404:92916  some (SH 2332ms, ATP 454ms): Try this: by (smt (cvc5) mod_by_0)
0.sledgehammer goal.using      7090ms Matrix_Tensor.Matrix_Tensor 2408:92971  some (SH 7089ms, ATP 394ms): Try this: by (smt (cvc5) False T_1)
0.sledgehammer goal.by         2252ms Matrix_Tensor.Matrix_Tensor 2408:92987  some (SH 2251ms, ATP 376ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4409ms Matrix_Tensor.Matrix_Tensor 2409:93017  some (SH 4409ms, ATP 686ms): Try this: by (smt (cvc5) True mod_by_0 mod_div_trivial mod_mult_self1_is_0)
0.sledgehammer goal.using      3427ms Matrix_Tensor.Matrix_Tensor 2414:93089  some (SH 3426ms, ATP 520ms): Try this: by (smt (cvc5) False gr0I mult_is_0)
0.sledgehammer goal.by         2998ms Matrix_Tensor.Matrix_Tensor 2414:93101  some (SH 2997ms, ATP 633ms): Try this: by (smt (cvc5) mult_is_0 not_gr_zero)
0.sledgehammer goal.using      7731ms Matrix_Tensor.Matrix_Tensor 2416:93158  some (SH 7730ms, ATP 861ms): Try this: by (smt (cvc5) div_mod_decomp)
0.sledgehammer goal.by         6752ms Matrix_Tensor.Matrix_Tensor 2416:93179  some (SH 6747ms, ATP 907ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2573ms Matrix_Tensor.Matrix_Tensor 2418:93248  some (SH 2572ms, ATP 382ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6931ms Matrix_Tensor.Matrix_Tensor 2420:93330  some (SH 6930ms, ATP 967ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1) div_plus_div_distrib_dvd_left dvd_triv_right)
0.sledgehammer goal.by         6725ms Matrix_Tensor.Matrix_Tensor 2422:93436  some (SH 6724ms, ATP 948ms): Try this: by (smt (cvc5) div_mult_self3 div_mult_self_is_m not_gr_zero)
0.sledgehammer goal.by         2388ms Matrix_Tensor.Matrix_Tensor 2424:93521  some (SH 2388ms, ATP 382ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1))
0.sledgehammer goal.by         4481ms Matrix_Tensor.Matrix_Tensor 2426:93599  some (SH 4480ms, ATP 493ms): Try this: by (smt (cvc5) F_1 div_mult_self_is_m)
0.sledgehammer goal.by         7117ms Matrix_Tensor.Matrix_Tensor 2428:93723  some (SH 7116ms, ATP 2480ms): Try this: by (smt (cvc5) mult.commute mult_div_mod_eq)
0.sledgehammer goal.by         2483ms Matrix_Tensor.Matrix_Tensor 2430:93830  some (SH 2483ms, ATP 382ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2823ms Matrix_Tensor.Matrix_Tensor 2432:93927  some (SH 2822ms, ATP 413ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by        16444ms Matrix_Tensor.Matrix_Tensor 2434:94017  some (SH 16444ms, ATP 1145ms): Try this: by (smt (cvc5) add_diff_cancel_right' cancel_comm_monoid_add_class.diff_cancel div_mult2_eq mod_div_trivial mod_eq_self_iff_div_eq_0 mod_mult_self3 mult.commute)
0.sledgehammer goal.by         8230ms Matrix_Tensor.Matrix_Tensor 2436:94102  some (SH 8229ms, ATP 461ms): Try this: by (smt (cvc5) left_diff_distrib')
0.sledgehammer goal.by         7083ms Matrix_Tensor.Matrix_Tensor 2438:94220  some (SH 7082ms, ATP 1473ms): Try this: by (smt (cvc5) dvd_triv_right)
0.sledgehammer goal.by         3357ms Matrix_Tensor.Matrix_Tensor 2440:94323  some (SH 3357ms, ATP 658ms): Try this: by (smt (cvc5) F_1 mod_less_divisor)
0.sledgehammer goal.by         3922ms Matrix_Tensor.Matrix_Tensor 2442:94391  some (SH 3922ms, ATP 692ms): Try this: by (smt (cvc5) Euclidean_Rings.div_eq_0_iff False mod_div_trivial)
0.sledgehammer goal.by         3982ms Matrix_Tensor.Matrix_Tensor 2444:94499  some (SH 3981ms, ATP 654ms): Try this: by (smt (cvc5) F_1 div_left_ineq div_mult_self_is_m)
0.sledgehammer goal.by         3077ms Matrix_Tensor.Matrix_Tensor 2446:94613  some (SH 3076ms, ATP 584ms): Try this: by (smt (cvc5) calculation div_left_ineq)
0.sledgehammer goal.using      7136ms Matrix_Tensor.Matrix_Tensor 2449:94746  some (SH 7136ms, ATP 844ms): Try this: by (smt (cvc5) F_2 cancel_comm_monoid_add_class.diff_cancel mod_if mod_mult_self3)
0.sledgehammer goal.by         6701ms Matrix_Tensor.Matrix_Tensor 2449:94788  some (SH 6700ms, ATP 737ms): Try this: by (smt (cvc5) F_2 cancel_comm_monoid_add_class.diff_cancel mod_if mod_mult_self3)
0.sledgehammer goal.by         7101ms Matrix_Tensor.Matrix_Tensor 2452:94905  some (SH 7100ms, ATP 941ms): Try this: by (smt (cvc5) \<open>a div c = y * b + a div c mod b\<close> \<open>a mod (b * c) div c < b\<close> add_diff_cancel_right' cancel_comm_monoid_add_class.diff_cancel mod_if mod_mult_self3)
0.sledgehammer goal.by         2196ms Matrix_Tensor.Matrix_Tensor 2454:94989  some (SH 2195ms, ATP 68ms): Try this: by (smt (cvc5) left_diff_distrib')
0.sledgehammer goal.by         2724ms Matrix_Tensor.Matrix_Tensor 2456:95106  some (SH 2724ms, ATP 416ms): Try this: by (smt (cvc5) dvd_triv_right)
0.sledgehammer goal.by         3548ms Matrix_Tensor.Matrix_Tensor 2458:95209  some (SH 3547ms, ATP 416ms): Try this: by (smt (cvc5) F_5)
0.sledgehammer goal.by         2942ms Matrix_Tensor.Matrix_Tensor 2460:95276  some (SH 2941ms, ATP 465ms): Try this: by (smt (cvc5) calculation)
0.sledgehammer goal.by         1836ms Matrix_Tensor.Matrix_Tensor 2462:95383  some (SH 1836ms, ATP 308ms): Try this: by (smt (cvc5) \<open>a mod (b * c) div c < b * c div c\<close>)
0.sledgehammer goal.by         2183ms Matrix_Tensor.Matrix_Tensor 2464:95497  some (SH 2182ms, ATP 377ms): Try this: by (smt (cvc5) \<open>a mod (b * c) div c < b\<close>)
0.sledgehammer goal.by         6763ms Matrix_Tensor.Matrix_Tensor 2467:95629  some (SH 6762ms, ATP 995ms): Try this: by (smt (cvc5) F_2 cancel_comm_monoid_add_class.diff_cancel mod_if mod_mult_self3)
0.sledgehammer goal.by         7827ms Matrix_Tensor.Matrix_Tensor 2469:95773  some (SH 7827ms, ATP 683ms): Try this: by (smt (cvc5) diffs0_imp_equal)
0.sledgehammer goal.using      2632ms Matrix_Tensor.Matrix_Tensor 2470:95811  some (SH 2631ms, ATP 352ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         2503ms Matrix_Tensor.Matrix_Tensor 2470:95823  some (SH 2503ms, ATP 347ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     18968ms Matrix_Tensor.Matrix_Tensor 2484:96175  timeout (SH 18968ms): Timed out
0.sledgehammer goal.proof      3415ms Matrix_Tensor.Matrix_Tensor 2491:96437  some (SH 3414ms, ATP 1097ms): Try this: by (smt (cvc5) length_Tensor)
0.sledgehammer goal.by         3068ms Matrix_Tensor.Matrix_Tensor 2493:96507  some (SH 3068ms, ATP 1050ms): Try this: by (smt (cvc5) length_Tensor)
0.sledgehammer goal.using      7684ms Matrix_Tensor.Matrix_Tensor 2496:96637  some (SH 7683ms, ATP 1291ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1) length_Tensor)
0.sledgehammer goal.by         7464ms Matrix_Tensor.Matrix_Tensor 2496:96668  some (SH 7463ms, ATP 1335ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1))
0.sledgehammer goal.by         3576ms Matrix_Tensor.Matrix_Tensor 2498:96749  some (SH 3576ms, ATP 1015ms): Try this: by (smt (cvc5) length_Tensor)
0.sledgehammer goal.using      3389ms Matrix_Tensor.Matrix_Tensor 2499:96802  some (SH 3388ms, ATP 1160ms): Try this: by (smt (cvc5) length_Tensor)
0.sledgehammer goal.by         2923ms Matrix_Tensor.Matrix_Tensor 2499:96833  some (SH 2922ms, ATP 972ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      4218ms Matrix_Tensor.Matrix_Tensor 2503:96960  some (SH 4217ms, ATP 1867ms): Try this: by (smt (cvc5) row_length_mat)
0.sledgehammer goal.using      3443ms Matrix_Tensor.Matrix_Tensor 2505:97047  some (SH 3443ms, ATP 1271ms): Try this: by (smt (cvc5) row_length_mat)
0.sledgehammer goal.by         3066ms Matrix_Tensor.Matrix_Tensor 2505:97074  some (SH 3064ms, ATP 1092ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4358ms Matrix_Tensor.Matrix_Tensor 2508:97210  some (SH 4357ms, ATP 1223ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1) row_length_mat)
0.sledgehammer goal.by         3594ms Matrix_Tensor.Matrix_Tensor 2508:97237  some (SH 3594ms, ATP 1401ms): Try this: by (smt (cvc5) ab_semigroup_mult_class.mult_ac(1))
0.sledgehammer goal.using      3600ms Matrix_Tensor.Matrix_Tensor 2511:97372  some (SH 3599ms, ATP 1126ms): Try this: by (smt (cvc5) row_length_mat)
0.sledgehammer goal.by         2958ms Matrix_Tensor.Matrix_Tensor 2511:97394  some (SH 2957ms, ATP 935ms): Try this: by (smt (cvc5))
